Subnum trial run rule lastrule color shape number resp corr last_corr corr_col corr_shape corr_num persev persev_err abstime rt
0 26 3 3 2 Green Triangle 4 1 0 1 0 1 0 1 1 181830 7112
0 27 3 3 2 Yellow Circle 1 1 1 0 0 0 1 0 0 189847 4229
0 28 3 3 2 Red Triangle 1 1 1 1 1 1 1 0 0 194982 15509
0 29 3 3 2 Blue Cross 2 2 1 0 0 0 1 0 0 211400 2147
0 30 3 3 2 Yellow Star 4 4 1 0 0 0 1 0 0 214414 2181
0 31 3 3 2 Green Cross 3 3 1 1 0 1 1 0 0 217419 1823
0 32 3 3 2 Blue Circle 3 3 1 0 0 0 1 0 0 220067 3318
0 33 3 3 2 Blue Star 2 2 1 1 0 1 1 0 0 224210 2576
0 34 3 3 2 Yellow Circle 2 2 1 0 0 0 1 0 0 227649 2376
0 35 3 3 2 Yellow Triangle 4 4 1 0 0 0 1 0 0 230890 2807
0 36 3 3 2 Yellow Circle 3 3 1 0 1 0 1 0 0 234521 2495
0 37 4 1 3 Green Cross 2 2 1 1 1 0 1 0 0 237840 11247
0 38 4 1 3 Green Triangle 1 1 0 1 0 1 1 0 1 249952 10007
0 39 4 1 3 Blue Star 1 1 0 1 0 0 1 1 1 260864 9174
0 40 4 1 3 Yellow Cross 3 3 1 1 1 1 1 1 1 270946 8611
0 41 4 1 3 Green Cross 1 2 1 0 1 0 0 0 0 280380 6872
0 42 4 1 3 Yellow Circle 4 3 1 0 1 0 0 0 0 288116 11887
0 43 4 1 3 Green Star 4 2 1 0 1 1 0 0 0 300827 2328
0 44 4 1 3 Blue Cross 2 4 1 0 1 0 0 0 0 304017 2826
0 45 4 1 3 Yellow Triangle 1 3 1 0 1 0 0 0 0 307667 3807
0 46 4 1 3 Red Triangle 2 1 1 0 1 1 0 0 0 312301 2502
0 47 4 1 3 Blue Cross 3 3 0 1 0 1 1 0 1 315706 5288
0 48 4 1 3 Red Circle 3 3 0 1 0 0 1 1 1 321817 13335
0 49 4 1 3 Red Cross 3 1 1 0 1 0 0 0 0 335975 17936
0 50 4 1 3 Yellow Circle 2 3 1 0 1 0 0 0 0 354815 1896
0 51 4 1 3 Red Triangle 2 1 1 0 1 1 0 0 0 357534 1856
0 52 4 1 3 Yellow Cross 1 3 1 0 1 1 0 0 0 360300 2426
0 53 4 1 3 Yellow Circle 3 3 1 1 1 0 1 0 0 363550 3559
0 54 4 1 3 Blue Cross 1 4 1 0 1 0 0 0 0 367932 2745
0 55 4 1 3 Blue Star 4 4 1 1 1 0 1 0 0 371505 1515
0 56 4 1 3 Green Triangle 3 2 1 0 1 0 0 0 0 373846 2119
0 57 4 1 3 Yellow Circle 4 3 1 0 1 0 0 0 0 376828 2384
0 58 4 1 3 Green Cross 1 2 1 0 1 0 0 0 0 380036 1913
0 59 5 2 1 Red Cross 3 1 0 1 1 0 0 1 1 382812 7479
0 60 5 2 1 Red Circle 2 1 0 1 1 0 0 1 1 391200 3898
0 61 5 2 1 Yellow Cross 1 3 1 1 1 1 0 1 1 396039 6892
0 62 5 2 1 Yellow Star 2 2 1 0 0 1 1 0 0 403753 4026
0 63 5 2 1 Yellow Star 2 2 1 0 0 1 1 0 0 408642 12232
0 64 5 2 1 Green Cross 4 3 1 0 0 1 0 0 0 421737 6327
0 65 5 2 1 Blue Circle 1 4 1 1 1 1 0 0 0 428888 2311
0 66 5 2 1 Red Circle 2 4 1 0 0 1 0 0 0 432022 3017
0 67 5 2 1 Blue Triangle 2 1 1 0 0 1 0 0 0 435865 1887
0 68 5 2 1 Blue Cross 4 3 1 0 0 1 0 0 0 438656 1992
0 69 5 2 1 Green Triangle 1 1 1 0 0 1 1 0 0 441473 2239
0 70 5 2 1 Yellow Cross 3 3 1 1 1 1 1 0 0 444617 2677
0 71 6 3 2 Red Triangle 4 1 0 1 1 1 0 0 1 448118 4865
0 72 6 3 2 Blue Triangle 3 1 0 1 0 1 0 1 1 453890 18043
0 73 6 3 2 Green Star 3 2 0 1 1 1 0 1 1 472837 11246
0 74 6 3 2 Red Cross 1 3 0 1 0 1 0 1 1 484950 6957
0 75 6 3 2 Yellow Triangle 4 4 1 0 0 0 1 0 0 492733 5612
0 76 6 3 2 Green Star 2 2 1 1 1 1 1 0 0 499171 10407
0 77 6 3 2 Green Circle 4 4 1 1 0 1 1 0 0 510447 3314
0 78 6 3 2 Red Triangle 4 4 1 0 0 0 1 0 0 514586 6190
0 79 6 3 2 Green Cross 2 2 1 0 1 0 1 0 0 521608 6968
0 80 6 3 2 Green Triangle 2 2 1 0 1 0 1 0 0 529441 1734
0 81 6 3 2 Yellow Star 3 3 1 0 1 0 1 0 0 532038 3152
0 82 6 3 2 Green Circle 2 2 1 0 1 0 1 0 0 536013 2281
0 83 6 3 2 Red Circle 1 1 1 0 1 0 1 0 0 539161 4101
0 84 6 3 2 Red Circle 4 4 1 1 0 1 1 0 0 544174 2632
